id,Study,Country,Region,Site,neonatal,Year,species,ST,N50,contig_count,total_size,resistance_score,K_locus,K_type,K_locus_confidence,O_locus,O_type,O_locus_confidence
PID-0821-ZN0002,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,165301,994,5802636,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
PID-0821-ZN0003,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,177219,897,5770849,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
PID-0821-ZN0004,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,155569,936,5778768,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
PID-0821-ZN0007,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,179094,675,5716022,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
PID-0821-ZN0010,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,179094,536,5687551,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
PID-0821-ZN0011,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,179094,651,5721929,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
PID-0821-ZN0015,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,179024,894,5783807,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
PID-0821-ZN0041,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,177765,631,5713810,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
PID-0821-ZN0044,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,179024,583,5693611,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
PID-0821-ZN0105,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,179030,709,5730719,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
PID-0821-ZN0115,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,179172,408,5653907,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
PID-0821-ZN0116-II,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,179094,428,5657177,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6349919,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST2004,431099,175,5340131,1,KL23,K23,Typeable,O1/O2v2,O2afg,Typeable
ERR6349920,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST2004,478111,133,5329704,1,KL23,K23,Typeable,O1/O2v2,O2afg,Typeable
ERR6349933,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST2004,431099,237,5357506,1,KL23,K23,Typeable,O1/O2v2,O2afg,Typeable
ERR6350139,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST2004,431099,152,5335669,1,KL23,K23,Typeable,O1/O2v2,O2afg,Typeable
ERR6350202,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST2004,349152,159,5338011,1,KL23,K23,Typeable,O1/O2v2,O2afg,Typeable
ERR6350215,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST2004,431611,875,5562837,1,KL23,K23,Typeable,O1/O2v2,O2afg,Typeable
ERR6350216,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST2004,430934,151,5335924,1,KL23,K23,Typeable,O1/O2v2,O2afg,Typeable
ERR6350767,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST2004,293521,129,5329894,1,KL23,K23,Typeable,O1/O2v2,O2afg,Typeable
ERR6350780,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST2004,358911,558,5461218,1,KL23,K23,Typeable,O1/O2v2,O2afg,Typeable
ERR6350811,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST2004,293526,438,5432776,1,KL23,K23,Typeable,O1/O2v2,O2afg,Typeable
ERR6350866,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST2004,430898,912,5567464,1,KL23,K23,Typeable,O1/O2v2,O2afg,Typeable
ERR6350887,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST2004,358911,170,5337954,1,KL23,K23,Typeable,O1/O2v2,O2afg,Typeable
ERR6350911,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST2004,293520,163,5338980,1,KL23,K23,Typeable,O1/O2v2,O2afg,Typeable
ERR6351018,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST2004,293547,838,5526242,1,KL23,K23,Typeable,O1/O2v2,O2afg,Typeable
ERR6351019,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST2004,358909,130,5327839,1,KL23,K23,Typeable,O1/O2v2,O2afg,Typeable
PID-0821-2610-ZN2242,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST2004,293595,564,5435676,1,KL23,K23,Typeable,O1/O2v2,O2afg,Typeable
PID-0821-2686-ZN2314,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST2004,293477,475,5401300,1,KL23,K23,Typeable,O1/O2v2,O2afg,Typeable
PID-0821-2745-ZN2370,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST2004,233993,884,5512364,1,KL23,K23,Typeable,O1/O2v2,O2afg,Typeable
PID-0821-2752-ZN2372,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST2004,306314,443,5393429,1,KL23,K23,Typeable,O1/O2v2,O2afg,Typeable
ERR6349921,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST307,215853,346,5653454,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6349926,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST307,214814,238,5635567,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350141,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST307,214782,574,5703620,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350156,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST307,243869,435,5676002,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350203,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST307,214657,396,5661442,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350204,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST307,182725,236,5628410,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350217,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST307,207191,269,5635547,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350218,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST307,195009,454,5653103,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350768,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST307,267553,297,5644893,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350781,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST307,216147,242,5629872,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350782,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST307,267592,247,5640151,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350793,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST307,210730,829,5807491,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350813,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST307,243827,243,5641234,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350820,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST307,204003,228,5634825,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350852,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST307,184371,290,5641968,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350879,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST307,269256,325,5645175,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350885,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST307,184371,204,5633317,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350912,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST307,267553,257,5631519,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350923,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST307,269252,276,5636063,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350924,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST307,178097,321,5649442,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350928,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST307,203990,238,5631801,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6351006,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST307,224125,270,5633049,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6351007,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST307,204003,275,5643358,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6351020,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST307,267592,327,5662996,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6351021,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST307,216539,329,5647793,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6349923,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,214813,245,5633535,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6349924,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,210730,249,5636287,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6349925,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,224355,268,5640967,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350143,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,269255,223,5634832,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350195,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,214782,256,5641104,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350199,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,210715,239,5630483,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350210,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,210730,267,5633908,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350770,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,190581,251,5633968,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350786,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,184506,235,5636204,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350795,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,243827,271,5635640,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350800,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,243827,242,5636371,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350802,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,243827,256,5630053,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350807,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,214813,329,5655847,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350816,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,210730,353,5664359,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350829,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,179068,252,5634006,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350835,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,204084,700,5749137,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350842,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,224433,217,5630850,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350843,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,267592,421,5680825,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350849,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,224689,228,5635347,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350853,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,204003,237,5631030,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350869,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,243827,210,5634815,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350870,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,225857,244,5641543,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350875,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,203990,228,5631782,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350876,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,210729,253,5634368,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350881,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,267553,247,5632687,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350891,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,224691,286,5642388,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350893,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,239327,241,5636217,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350903,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,214814,254,5635419,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350914,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,269253,254,5631539,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350925,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,204003,241,5631279,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350926,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,224132,217,5633163,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350934,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,179137,298,5637822,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350935,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,243970,223,5631600,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350936,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,200081,277,5645743,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6351008,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,267611,230,5632610,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6351009,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,204003,222,5633367,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6351022,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,267903,338,5658349,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6351023,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,269255,218,5629629,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
PID-0821-219-ZN0205,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,179094,417,5646142,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
PID-0821-241-ZN0231,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,100889,509,5652110,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
PID-0821-249-ZN0225,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,177630,354,5646954,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
PID-0821-255-ZN0232,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,179238,893,5780842,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
PID-0821-259-ZN0235,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,179094,561,5698159,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
PID-0821-260-ZN0236,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,179094,429,5666735,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
PID-0821-261-ZN0237,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,179094,609,5715767,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
PID-0821-263-ZN0239,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,179094,397,5649561,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
PID-0821-276-ZN0248,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,179094,391,5654368,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
PID-0821-339-ZN0302,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,185257,333,5634103,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
PID-0821-380-ZN0340,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,179094,392,5647603,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
PID-0821-383-ZN0346,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,179094,436,5652618,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
PID-0821-389-ZN0344,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,160513,316,5638691,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
PID-0821-390-ZN0345,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,185250,350,5640035,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
PID-0821-406-ZN0367,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,185257,360,5646289,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
PID-0821-413-ZN0368,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,185257,372,5651004,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
